conflict_label,is_conflict,station,stop_name,platform,trip_id,route_id,route_name,trip_headsign,scheduled_arrival,scheduled_departure,actual_arrival,delay_minutes,conflict_flags,severity,time_of_day,service_date,source
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 12,MANC_WEST_2145_4051,west_coast_main_line,West Coast Main Line,Birmingham New Street,21:45:00,21:47:00,21:53:00,8,Insufficient time between consecutive trains,minor,night,2026-01-28,synthetic
transfer_timing_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 5,MANC_EAST_0600_4614,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,06:00:00,06:02:00,06:19:00,19,Insufficient connection time between services,moderate,morning_peak,2026-01-28,synthetic
headway_conflict,True,Glasgow Central,Glasgow Central,Platform 2,GLAS_EAST_1015_3290,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,10:15:00,10:17:00,10:27:00,12,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,York,York,Platform 7,YORK_WEST_1815_6755,west_coast_main_line,West Coast Main Line,Birmingham New Street,18:15:00,18:17:00,19:04:00,49,Incoming delay affects downstream schedule,severe,evening_peak,2026-01-28,synthetic
normal,False,Edinburgh Waverley,Edinburgh Waverley,Platform 3,EDIN_EAST_2030_1740,east_coast_main_line,East Coast Main Line,Leeds,20:30:00,20:32:00,,0,,none,night,2026-01-28,synthetic
normal,False,London Waterloo,London Waterloo,Platform 1,LOND_EAST_1215_1008,east_coast_main_line,East Coast Main Line,York,12:15:00,12:17:00,,0,,none,off_peak,2026-01-28,synthetic
normal,False,London St Pancras,London St Pancras,Platform 1,LOND_WEST_1515_3679,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,15:15:00,15:17:00,,0,,none,off_peak,2026-01-28,synthetic
service_gap_conflict,True,London Euston,London Euston,Platform 16,LOND_WEST_2230_1177,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,22:30:00,22:32:00,23:30:00,60,Excessive gap in service on a route,severe,night,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 6,MANC_SOUT_1745_9297,south_western_main_line,South Western Main Line,Southampton,17:45:00,17:47:00,17:57:00,12,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
headway_conflict,True,London Waterloo,London Waterloo,Platform 8,LOND_EAST_1215_9563,east_coast_main_line,East Coast Main Line,York,12:15:00,12:17:00,12:30:00,15,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
platform_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 1,MANC_SOUT_1615_1105,south_western_main_line,South Western Main Line,Southampton,16:15:00,16:17:00,16:48:00,33,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London St Pancras,London St Pancras,Platform 13,LOND_EAST_1915_2635,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,19:15:00,19:17:00,19:42:00,27,Too many trains competing for limited platforms,moderate,evening_peak,2026-01-28,synthetic
headway_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 1,EDIN_WEST_2045_9805,west_coast_main_line,West Coast Main Line,Birmingham New Street,20:45:00,20:47:00,20:53:00,8,Insufficient time between consecutive trains,minor,night,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 8,EDIN_SOUT_1245_9883,south_western_main_line,South Western Main Line,Southampton,12:45:00,12:47:00,13:11:00,26,Schedule doesn't match published timetable,moderate,off_peak,2026-01-28,synthetic
platform_conflict,True,York,York,Platform 6,YORK_GREA_1315_5962,great_western_main_line,Great Western Main Line,Bristol,13:15:00,13:17:00,13:52:00,37,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 10,LOND_EAST_1130_5431,east_coast_main_line,East Coast Main Line,York,11:30:00,11:32:00,12:02:00,32,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,Glasgow Central,Glasgow Central,Platform 5,GLAS_EAST_1000_5270,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,10:00:00,10:02:00,10:32:00,32,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,Glasgow Central,Glasgow Central,Platform 1,GLAS_WEST_2230_4782,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,22:30:00,22:32:00,23:16:00,46,Incoming delay affects downstream schedule,severe,night,2026-01-28,synthetic
platform_conflict,True,London Waterloo,London Waterloo,Platform 6,LOND_GREA_1300_6936,great_western_main_line,Great Western Main Line,Bristol,13:00:00,13:02:00,13:31:00,31,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,Glasgow Central,Glasgow Central,Platform 3,GLAS_MIDL_1600_9033,midland_main_line,Midland Main Line,Birmingham New Street,16:00:00,16:02:00,16:17:00,17,Insufficient time between consecutive trains,moderate,off_peak,2026-01-28,synthetic
service_gap_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 14,MANC_MIDL_1215_6476,midland_main_line,Midland Main Line,Birmingham New Street,12:15:00,12:17:00,14:11:00,116,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
transfer_timing_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 1,EDIN_WEST_1745_9073,west_coast_main_line,West Coast Main Line,Birmingham New Street,17:45:00,17:47:00,18:08:00,23,Insufficient connection time between services,moderate,evening_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,York,York,Platform 4,YORK_WEST_1700_3035,west_coast_main_line,West Coast Main Line,Glasgow Central,17:00:00,17:02:00,17:26:00,26,Schedule doesn't match published timetable,moderate,evening_peak,2026-01-28,synthetic
headway_conflict,True,Leeds,Leeds,Platform 3,LEED_WEST_0745_9016,west_coast_main_line,West Coast Main Line,Birmingham New Street,07:45:00,07:47:00,07:59:00,14,Insufficient time between consecutive trains,minor,morning_peak,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 2,MANC_EAST_1415_3350,east_coast_main_line,East Coast Main Line,Leeds,14:15:00,14:17:00,14:29:00,14,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
service_gap_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 4,EDIN_EAST_2100_6331,east_coast_main_line,East Coast Main Line,Leeds,21:00:00,21:02:00,22:32:00,92,Excessive gap in service on a route,severe,night,2026-01-28,synthetic
schedule_inconsistency_conflict,True,York,York,Platform 7,YORK_WEST_1615_8373,west_coast_main_line,West Coast Main Line,Glasgow Central,16:15:00,16:17:00,16:44:00,29,Schedule doesn't match published timetable,moderate,off_peak,2026-01-28,synthetic
platform_conflict,True,Glasgow Central,Glasgow Central,Platform 5,GLAS_SOUT_2200_8635,south_western_main_line,South Western Main Line,Southampton,22:00:00,22:02:00,22:30:00,30,Two trains scheduled for same platform at overlapping times,moderate,night,2026-01-28,synthetic
capacity_congestion_conflict,True,London Paddington,London Paddington,Platform 1,LOND_WEST_1630_5476,west_coast_main_line,West Coast Main Line,Glasgow Central,16:30:00,16:32:00,17:48:00,78,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 5,EDIN_EAST_2115_5442,east_coast_main_line,East Coast Main Line,Leeds,21:15:00,21:17:00,21:36:00,21,Two trains scheduled for same platform at overlapping times,moderate,night,2026-01-28,synthetic
capacity_congestion_conflict,True,York,York,Platform 1,YORK_WEST_1830_1467,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,18:30:00,18:32:00,19:54:00,84,Too many trains competing for limited platforms,severe,evening_peak,2026-01-28,synthetic
platform_conflict,True,Glasgow Central,Glasgow Central,Platform 3,GLAS_EAST_0600_8400,east_coast_main_line,East Coast Main Line,York,06:00:00,06:02:00,06:17:00,17,Two trains scheduled for same platform at overlapping times,moderate,morning_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,York,York,Platform 8,YORK_WEST_1245_8673,west_coast_main_line,West Coast Main Line,Glasgow Central,12:45:00,12:47:00,13:24:00,39,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,Birmingham New Street,Birmingham New Street,Platform 10,BIRM_EAST_2230_6240,east_coast_main_line,East Coast Main Line,Leeds,22:30:00,22:32:00,22:45:00,15,Insufficient time between consecutive trains,minor,night,2026-01-28,synthetic
schedule_inconsistency_conflict,True,London Euston,London Euston,Platform 11,LOND_GREA_1100_3095,great_western_main_line,Great Western Main Line,Bristol,11:00:00,11:02:00,11:11:00,11,Schedule doesn't match published timetable,minor,off_peak,2026-01-28,synthetic
headway_conflict,True,London Victoria,London Victoria,Platform 2,LOND_WEST_2230_9241,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,22:30:00,22:32:00,22:47:00,17,Insufficient time between consecutive trains,moderate,night,2026-01-28,synthetic
platform_conflict,True,London Victoria,London Victoria,Platform 7,LOND_EAST_1200_6454,east_coast_main_line,East Coast Main Line,York,12:00:00,12:02:00,12:18:00,18,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
platform_conflict,True,Glasgow Central,Glasgow Central,Platform 8,GLAS_WEST_1415_9930,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,14:15:00,14:17:00,14:32:00,17,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
normal,False,London St Pancras,London St Pancras,Platform 10,LOND_EAST_0645_1431,east_coast_main_line,East Coast Main Line,Leeds,06:45:00,06:47:00,,0,,none,morning_peak,2026-01-28,synthetic
delay_propagation_conflict,True,London Paddington,London Paddington,Platform 4,LOND_SOUT_1815_6576,south_western_main_line,South Western Main Line,Southampton,18:15:00,18:17:00,18:34:00,19,Incoming delay affects downstream schedule,moderate,evening_peak,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 4,MANC_WEST_1300_4442,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,13:00:00,13:02:00,13:10:00,10,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
platform_conflict,True,London St Pancras,London St Pancras,Platform 4,LOND_WEST_2230_5683,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,22:30:00,22:32:00,22:50:00,20,Two trains scheduled for same platform at overlapping times,moderate,night,2026-01-28,synthetic
headway_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 5,EDIN_EAST_1100_6341,east_coast_main_line,East Coast Main Line,Leeds,11:00:00,11:02:00,11:09:00,9,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
platform_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 4,EDIN_GREA_0845_1903,great_western_main_line,Great Western Main Line,Bristol,08:45:00,08:47:00,09:03:00,18,Two trains scheduled for same platform at overlapping times,moderate,morning_peak,2026-01-28,synthetic
delay_propagation_conflict,True,Birmingham New Street,Birmingham New Street,Platform 8,BIRM_MIDL_1600_8109,midland_main_line,Midland Main Line,Birmingham New Street,16:00:00,16:02:00,16:25:00,25,Incoming delay affects downstream schedule,moderate,off_peak,2026-01-28,synthetic
normal,False,London Waterloo,London Waterloo,Platform 4,LOND_MIDL_1600_7043,midland_main_line,Midland Main Line,Birmingham New Street,16:00:00,16:02:00,,0,,none,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,York,York,Platform 5,YORK_WEST_1630_7247,west_coast_main_line,West Coast Main Line,Glasgow Central,16:30:00,16:32:00,17:10:00,40,Incoming delay affects downstream schedule,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 2,EDIN_WEST_2200_4326,west_coast_main_line,West Coast Main Line,Birmingham New Street,22:00:00,22:02:00,22:22:00,22,Two trains scheduled for same platform at overlapping times,moderate,night,2026-01-28,synthetic
schedule_inconsistency_conflict,True,London St Pancras,London St Pancras,Platform 4,LOND_WEST_1700_8794,west_coast_main_line,West Coast Main Line,Birmingham New Street,17:00:00,17:02:00,17:26:00,26,Schedule doesn't match published timetable,moderate,evening_peak,2026-01-28,synthetic
delay_propagation_conflict,True,York,York,Platform 2,YORK_EAST_2000_7127,east_coast_main_line,East Coast Main Line,Leeds,20:00:00,20:02:00,20:45:00,45,Incoming delay affects downstream schedule,severe,night,2026-01-28,synthetic
capacity_congestion_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 5,EDIN_EAST_0730_4313,east_coast_main_line,East Coast Main Line,Leeds,07:30:00,07:32:00,08:15:00,45,Too many trains competing for limited platforms,severe,morning_peak,2026-01-28,synthetic
transfer_timing_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 4,EDIN_MIDL_2015_3356,midland_main_line,Midland Main Line,Birmingham New Street,20:15:00,20:17:00,20:24:00,9,Insufficient connection time between services,minor,night,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 5,LOND_EAST_1545_8229,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,15:45:00,15:47:00,16:23:00,38,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,London Waterloo,London Waterloo,Platform 5,LOND_WEST_1130_9593,west_coast_main_line,West Coast Main Line,Birmingham New Street,11:30:00,11:32:00,12:05:00,35,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,London Euston,London Euston,Platform 6,LOND_WEST_1930_4121,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,19:30:00,19:32:00,20:07:00,37,Incoming delay affects downstream schedule,severe,evening_peak,2026-01-28,synthetic
service_gap_conflict,True,London Waterloo,London Waterloo,Platform 2,LOND_EAST_0915_7167,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,09:15:00,09:17:00,10:19:00,64,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,Leeds,Leeds,Platform 4,LEED_MIDL_1900_6598,midland_main_line,Midland Main Line,Birmingham New Street,19:00:00,19:02:00,19:42:00,42,Two trains scheduled for same platform at overlapping times,severe,evening_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London Paddington,London Paddington,Platform 1,LOND_SOUT_1145_7042,south_western_main_line,South Western Main Line,Southampton,11:45:00,11:47:00,13:04:00,79,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
service_gap_conflict,True,London St Pancras,London St Pancras,Platform 12,LOND_EAST_0615_6235,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,06:15:00,06:17:00,08:03:00,108,Excessive gap in service on a route,severe,morning_peak,2026-01-28,synthetic
platform_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 14,MANC_WEST_1115_8453,west_coast_main_line,West Coast Main Line,Glasgow Central,11:15:00,11:17:00,11:52:00,37,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,Birmingham New Street,Birmingham New Street,Platform 2,BIRM_EAST_1815_6055,east_coast_main_line,East Coast Main Line,Leeds,18:15:00,18:17:00,18:22:00,7,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 8,MANC_EAST_1445_4265,east_coast_main_line,East Coast Main Line,Leeds,14:45:00,14:47:00,14:58:00,13,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
platform_conflict,True,London Waterloo,London Waterloo,Platform 4,LOND_GREA_1730_8125,great_western_main_line,Great Western Main Line,Bristol,17:30:00,17:32:00,18:14:00,44,Two trains scheduled for same platform at overlapping times,severe,evening_peak,2026-01-28,synthetic
headway_conflict,True,Glasgow Central,Glasgow Central,Platform 3,GLAS_SOUT_0700_3969,south_western_main_line,South Western Main Line,Southampton,07:00:00,07:02:00,07:06:00,6,Insufficient time between consecutive trains,minor,morning_peak,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 13,LOND_EAST_0830_1040,east_coast_main_line,East Coast Main Line,York,08:30:00,08:32:00,09:09:00,39,Two trains scheduled for same platform at overlapping times,severe,morning_peak,2026-01-28,synthetic
platform_conflict,True,London Kings Cross,London Kings Cross,Platform 8,LOND_EAST_1900_2719,east_coast_main_line,East Coast Main Line,York,19:00:00,19:02:00,19:43:00,43,Two trains scheduled for same platform at overlapping times,severe,evening_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Glasgow Central,Glasgow Central,Platform 3,GLAS_WEST_0845_9146,west_coast_main_line,West Coast Main Line,Glasgow Central,08:45:00,08:47:00,08:59:00,14,Schedule doesn't match published timetable,minor,morning_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 4,EDIN_EAST_1700_8117,east_coast_main_line,East Coast Main Line,York,17:00:00,17:02:00,17:09:00,9,Schedule doesn't match published timetable,minor,evening_peak,2026-01-28,synthetic
service_gap_conflict,True,London Euston,London Euston,Platform 11,LOND_EAST_1815_8520,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,18:15:00,18:17:00,19:05:00,50,Excessive gap in service on a route,severe,evening_peak,2026-01-28,synthetic
service_gap_conflict,True,London Waterloo,London Waterloo,Platform 2,LOND_MIDL_1800_9138,midland_main_line,Midland Main Line,Birmingham New Street,18:00:00,18:02:00,19:47:00,107,Excessive gap in service on a route,severe,evening_peak,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 12,MANC_EAST_1745_9493,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,17:45:00,17:47:00,17:59:00,14,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Birmingham New Street,Birmingham New Street,Platform 12,BIRM_EAST_1545_9721,east_coast_main_line,East Coast Main Line,York,15:45:00,15:47:00,16:06:00,21,Schedule doesn't match published timetable,moderate,off_peak,2026-01-28,synthetic
headway_conflict,True,London Waterloo,London Waterloo,Platform 1,LOND_MIDL_0830_2424,midland_main_line,Midland Main Line,Birmingham New Street,08:30:00,08:32:00,08:41:00,11,Insufficient time between consecutive trains,minor,morning_peak,2026-01-28,synthetic
service_gap_conflict,True,York,York,Platform 5,YORK_SOUT_1615_9868,south_western_main_line,South Western Main Line,Southampton,16:15:00,16:17:00,16:50:00,35,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,London Euston,London Euston,Platform 6,LOND_WEST_1230_4058,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,12:30:00,12:32:00,12:43:00,13,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 1,MANC_EAST_1715_2887,east_coast_main_line,East Coast Main Line,York,17:15:00,17:17:00,17:31:00,16,Insufficient time between consecutive trains,moderate,evening_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Glasgow Central,Glasgow Central,Platform 2,GLAS_SOUT_0830_1233,south_western_main_line,South Western Main Line,Southampton,08:30:00,08:32:00,09:49:00,79,Too many trains competing for limited platforms,severe,morning_peak,2026-01-28,synthetic
headway_conflict,True,London Victoria,London Victoria,Platform 5,LOND_GREA_1845_8990,great_western_main_line,Great Western Main Line,Bristol,18:45:00,18:47:00,18:51:00,6,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
platform_conflict,True,London Victoria,London Victoria,Platform 2,LOND_WEST_0845_8397,west_coast_main_line,West Coast Main Line,Birmingham New Street,08:45:00,08:47:00,09:30:00,45,Two trains scheduled for same platform at overlapping times,severe,morning_peak,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 9,LOND_EAST_2045_4562,east_coast_main_line,East Coast Main Line,Leeds,20:45:00,20:47:00,21:29:00,44,Two trains scheduled for same platform at overlapping times,severe,night,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Glasgow Central,Glasgow Central,Platform 5,GLAS_SOUT_1045_6893,south_western_main_line,South Western Main Line,Southampton,10:45:00,10:47:00,11:05:00,20,Schedule doesn't match published timetable,moderate,off_peak,2026-01-28,synthetic
transfer_timing_conflict,True,York,York,Platform 1,YORK_EAST_0800_1928,east_coast_main_line,East Coast Main Line,York,08:00:00,08:02:00,08:22:00,22,Insufficient connection time between services,moderate,morning_peak,2026-01-28,synthetic
platform_conflict,True,Leeds,Leeds,Platform 4,LEED_EAST_0745_8681,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,07:45:00,07:47:00,08:30:00,45,Two trains scheduled for same platform at overlapping times,severe,morning_peak,2026-01-28,synthetic
headway_conflict,True,York,York,Platform 2,YORK_EAST_1030_3943,east_coast_main_line,East Coast Main Line,York,10:30:00,10:32:00,10:39:00,9,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
normal,False,Leeds,Leeds,Platform 8,LEED_MIDL_2030_9120,midland_main_line,Midland Main Line,Birmingham New Street,20:30:00,20:32:00,,0,,none,night,2026-01-28,synthetic
platform_conflict,True,Glasgow Central,Glasgow Central,Platform 1,GLAS_EAST_1445_1785,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,14:45:00,14:47:00,15:27:00,42,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,York,York,Platform 7,YORK_WEST_0600_2962,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,06:00:00,06:02:00,06:58:00,58,Incoming delay affects downstream schedule,severe,morning_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Leeds,Leeds,Platform 6,LEED_EAST_1700_5044,east_coast_main_line,East Coast Main Line,Leeds,17:00:00,17:02:00,17:22:00,22,Too many trains competing for limited platforms,moderate,evening_peak,2026-01-28,synthetic
headway_conflict,True,London Kings Cross,London Kings Cross,Platform 8,LOND_GREA_2000_9885,great_western_main_line,Great Western Main Line,Bristol,20:00:00,20:02:00,20:12:00,12,Insufficient time between consecutive trains,minor,night,2026-01-28,synthetic
capacity_congestion_conflict,True,Leeds,Leeds,Platform 6,LEED_MIDL_1045_4761,midland_main_line,Midland Main Line,Birmingham New Street,10:45:00,10:47:00,11:35:00,50,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,Leeds,Leeds,Platform 4,LEED_MIDL_1830_7890,midland_main_line,Midland Main Line,Birmingham New Street,18:30:00,18:32:00,18:37:00,7,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
platform_conflict,True,Leeds,Leeds,Platform 7,LEED_GREA_1100_7633,great_western_main_line,Great Western Main Line,Bristol,11:00:00,11:02:00,11:23:00,23,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Leeds,Leeds,Platform 8,LEED_WEST_0745_8686,west_coast_main_line,West Coast Main Line,Birmingham New Street,07:45:00,07:47:00,08:11:00,26,Schedule doesn't match published timetable,moderate,morning_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 4,EDIN_EAST_1700_4907,east_coast_main_line,East Coast Main Line,Leeds,17:00:00,17:02:00,17:07:00,7,Schedule doesn't match published timetable,minor,evening_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,London Victoria,London Victoria,Platform 1,LOND_EAST_2030_7734,east_coast_main_line,East Coast Main Line,Leeds,20:30:00,20:32:00,20:48:00,18,Schedule doesn't match published timetable,moderate,night,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 5,MANC_SOUT_1215_4774,south_western_main_line,South Western Main Line,Southampton,12:15:00,12:17:00,12:25:00,10,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,York,York,Platform 7,YORK_SOUT_1645_7152,south_western_main_line,South Western Main Line,Southampton,16:45:00,16:47:00,17:28:00,43,Incoming delay affects downstream schedule,severe,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Leeds,Leeds,Platform 7,LEED_EAST_1030_4365,east_coast_main_line,East Coast Main Line,Leeds,10:30:00,10:32:00,10:51:00,21,Too many trains competing for limited platforms,moderate,off_peak,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 3,LOND_GREA_1215_4158,great_western_main_line,Great Western Main Line,Bristol,12:15:00,12:17:00,12:42:00,27,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
platform_conflict,True,London St Pancras,London St Pancras,Platform 8,LOND_WEST_2245_5254,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,22:45:00,22:47:00,23:30:00,45,Two trains scheduled for same platform at overlapping times,severe,night,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 4,LOND_MIDL_1215_7719,midland_main_line,Midland Main Line,Birmingham New Street,12:15:00,12:17:00,12:46:00,31,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 3,MANC_EAST_1515_6448,east_coast_main_line,East Coast Main Line,Leeds,15:15:00,15:17:00,15:34:00,19,Schedule doesn't match published timetable,moderate,off_peak,2026-01-28,synthetic
service_gap_conflict,True,Leeds,Leeds,Platform 4,LEED_GREA_1915_6576,great_western_main_line,Great Western Main Line,Bristol,19:15:00,19:17:00,21:03:00,108,Excessive gap in service on a route,severe,evening_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Leeds,Leeds,Platform 1,LEED_EAST_2145_8320,east_coast_main_line,East Coast Main Line,York,21:45:00,21:47:00,22:00:00,15,Schedule doesn't match published timetable,minor,night,2026-01-28,synthetic
transfer_timing_conflict,True,London St Pancras,London St Pancras,Platform 1,LOND_GREA_1800_9380,great_western_main_line,Great Western Main Line,Bristol,18:00:00,18:02:00,18:15:00,15,Insufficient connection time between services,minor,evening_peak,2026-01-28,synthetic
platform_conflict,True,Leeds,Leeds,Platform 7,LEED_GREA_1415_2919,great_western_main_line,Great Western Main Line,Bristol,14:15:00,14:17:00,14:58:00,43,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London St Pancras,London St Pancras,Platform 8,LOND_GREA_2045_6963,great_western_main_line,Great Western Main Line,Bristol,20:45:00,20:47:00,21:44:00,59,Too many trains competing for limited platforms,severe,night,2026-01-28,synthetic
capacity_congestion_conflict,True,York,York,Platform 3,YORK_EAST_1445_6644,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,14:45:00,14:47:00,16:00:00,75,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 12,MANC_WEST_0745_9842,west_coast_main_line,West Coast Main Line,Birmingham New Street,07:45:00,07:47:00,08:00:00,15,Insufficient time between consecutive trains,minor,morning_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London Victoria,London Victoria,Platform 6,LOND_GREA_1700_8659,great_western_main_line,Great Western Main Line,Bristol,17:00:00,17:02:00,17:38:00,38,Too many trains competing for limited platforms,severe,evening_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Leeds,Leeds,Platform 4,LEED_WEST_1830_1902,west_coast_main_line,West Coast Main Line,Glasgow Central,18:30:00,18:32:00,19:37:00,67,Too many trains competing for limited platforms,severe,evening_peak,2026-01-28,synthetic
delay_propagation_conflict,True,London Victoria,London Victoria,Platform 6,LOND_WEST_1115_6246,west_coast_main_line,West Coast Main Line,Birmingham New Street,11:15:00,11:17:00,11:33:00,18,Incoming delay affects downstream schedule,moderate,off_peak,2026-01-28,synthetic
